# cluster_name	protein_number	swiss_prot_id	go_annotation	protein_list
cluster12301	3	Q9BW92	GO:0006435; P:threonyl-tRNA aminoacylation; IBA:GO_Central	bGalGal|ENSGALP00010042370.1;bGymCal|ENSGALT00010068928.73;bGypHim|ENSGALT00010068928.497
cluster12305	3	Q8WXI7	GO:0002223; P:stimulatory C-type lectin receptor signaling pathway; TAS:Reactome	bGalGal|ENSGALP00010042463.1;bGymCal|ENSGALT00010069019.77;bGypHim|ENSGALT00010069019.427
cluster12311	3	Q9HCE9	GO:0043687; P:post-translational protein modification; TAS:Reactome	bGalGal|ENSGALP00010042710.1;bGymCal|ENSGALT00010069271.49;bGypBar|ENSGALT00010069271.61
cluster12325	3	Q5ZJF3	GO:0006357; P:regulation of transcription by RNA polymerase II; IBA:GO_Central	bGalGal|ENSGALP00010043699.1;bGymCal|ENSGALT00010071008.17;bGypHim|ENSGALT00010071007.64
cluster12329	3	Q96PX1	GO:0016740; F:transferase activity; IEA:UniProtKB-KW	bGalGal|ENSGALP00010043930.1;bGymCal|ENSGALT00010071241.18;bGypBar|ENSGALT00010071241.29
cluster12336	3	Q8QFP8	GO:0051496; P:positive regulation of stress fiber assembly; IBA:GO_Central	bGalGal|ENSGALP00010044199.1;bGymCal|ENSGALT00010071509.17;bGypBar|ENSGALT00010071510.28
cluster12339	3	O76073	GO:0000723; P:telomere maintenance; IMP:UniProtKB	bGalGal|ENSGALP00010044333.1;bGymCal|ENSGALT00010071642.17;bGypHim|ENSGALT00010071642.157
cluster12340	3	N/A	N/A	bGalGal|ENSGALP00010044345.1;bGymCal|ENSGALT00010071655.17;bGypHim|ENSGALT00010071655.157
cluster12342	3	D2HD32	GO:0070126; P:mitochondrial translational termination; ISS:UniProtKB	bGalGal|ENSGALP00010044480.1;bGymCal|ENSGALT00010071790.67;bGypBar|ENSGALT00010071790.83
cluster12347	3	P57678	GO:0000387; P:spliceosomal snRNP assembly; IDA:UniProtKB	bGalGal|ENSGALP00010044693.1;bGymCal|ENSGALT00010072002.17;bGypHim|ENSGALT00010072002.64
cluster12652	2	Q9PU20	GO:0016055; P:Wnt signaling pathway; IEA:UniProtKB-KW	bGalGal|ENSGALP00010000078.1;bGymCal|ENSGALT00010000118.31759
cluster12669	2	Q96K30	GO:0051168; P:nuclear export; IDA:UniProtKB	bGalGal|ENSGALP00010000509.1;bGymCal|ENSGALT00010000954.41
cluster12675	2	Q9CRC0	GO:0042373; P:vitamin K metabolic process; IDA:MGI	bGalGal|ENSGALP00010000722.1;bGymCal|ENSGALT00010001351.1246
cluster12676	2	N/A	N/A	bGalGal|ENSGALP00010000743.1;bGymCal|ENSGALT00010001372.1246
cluster12685	2	N/A	N/A	bGalGal|ENSGALP00010001151.1;bGymCal|ENSGALT00010002601.6
cluster12701	2	A0M8U1	GO:0016021; C:integral component of membrane; IEA:UniProtKB-KW	bGalGal|ENSGALP00010001894.1;bGymCal|ENSGALT00010003452.1
cluster12719	2	Q14980	GO:0060236; P:regulation of mitotic spindle organization; IDA:UniProtKB	bGalGal|ENSGALP00010003443.1;bGymCal|ENSGALT00010005600.2771
cluster12723	2	O43184	GO:0045766; P:positive regulation of angiogenesis; IMP:BHF-UCL	bGalGal|ENSGALP00010003681.1;bGymCal|ENSGALT00010005907.8
cluster12735	2	P78536	GO:0035313; P:wound healing, spreading of epidermal cells; IEP:BHF-UCL	bGalGal|ENSGALP00010004700.1;bGymCal|ENSGALT00010007836.3
cluster12737	2	Q9UKJ4	GO:0016032; P:viral process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010004970.1;bGymCal|ENSGALT00010008471.364
cluster12739	2	Q8BG93	GO:0000302; P:response to reactive oxygen species; IDA:MGI	bGalGal|ENSGALP00010005264.1;bGymCal|ENSGALT00010008926.1
cluster12741	2	Q5F3X8	GO:0006886; P:intracellular protein transport; IBA:GO_Central	bGalGal|ENSGALP00010005382.1;bGymCal|ENSGALT00010009092.5
cluster12756	2	Q2PFW9	GO:0000398; P:mRNA splicing, via spliceosome; IEA:InterPro	bGalGal|ENSGALP00010006051.1;bGymCal|ENSGALT00010010356.4
cluster12762	2	Q9I8F4	GO:0000086; P:G2/M transition of mitotic cell cycle; ISS:UniProtKB	bGalGal|ENSGALP00010006504.1;bGymCal|ENSGALT00010011633.3
cluster12763	2	Q9Y4X1	GO:0007608; P:sensory perception of smell; IEA:UniProtKB-KW	bGalGal|ENSGALP00010006551.1;bGymCal|ENSGALT00010011694.5
cluster12789	2	P32115	GO:0060041; P:retina development in camera-type eye; IEA:Ensembl	bGalGal|ENSGALP00010008798.1;bGymCal|ENSGALT00010014945.174
cluster12791	2	P11717	GO:0007283; P:spermatogenesis; IEA:Ensembl	bGalGal|ENSGALP00010008957.1;bGymCal|ENSGALT00010015240.3
cluster12801	2	Q8NA31	GO:0007129; P:synapsis; ISS:UniProtKB	bGalGal|ENSGALP00010009454.1;bGymCal|ENSGALT00010016787.12
cluster12820	2	P16332	GO:0009791; P:post-embryonic development; IMP:MGI	bGalGal|ENSGALP00010010882.1;bGymCal|ENSGALT00010019334.29
cluster12827	2	P15143	GO:0001223; F:transcription coactivator binding; IPI:AgBase	bGalGal|ENSGALP00010011137.1;bGymCal|ENSGALT00010019589.1
cluster12828	2	P50228	GO:0032496; P:response to lipopolysaccharide; IMP:MGI	bGalGal|ENSGALP00010011175.1;bGymCal|ENSGALT00010019627.139
cluster12837	2	Q4R3D4	GO:0003746; F:translation elongation factor activity; IEA:UniProtKB-KW	bGalGal|ENSGALP00010011845.1;bGymCal|ENSGALT00010020392.2
cluster12842	2	O43424	GO:0035249; P:synaptic transmission, glutamatergic; ISS:BHF-UCL	bGalGal|ENSGALP00010012304.1;bGymCal|ENSGALT00010021600.45
cluster12861	2	Q8N7B6	N/A	bGalGal|ENSGALP00010013980.1;bGymCal|ENSGALT00010024631.5
cluster12866	2	Q9Y6X4	GO:0005637; C:nuclear inner membrane; IEA:UniProtKB-SubCell	bGalGal|ENSGALP00010014318.1;bGymCal|ENSGALT00010025301.349
cluster12870	2	Q9BQS2	GO:0016192; P:vesicle-mediated transport; IBA:GO_Central	bGalGal|ENSGALP00010014419.1;bGymCal|ENSGALT00010025538.8
cluster12881	2	Q3SZA2	GO:0033615; P:mitochondrial proton-transporting ATP synthase complex assembly; ISS:UniProtKB	bGalGal|ENSGALP00010014797.1;bGymCal|ENSGALT00010026173.1
cluster12883	2	Q9Y5Q9	GO:0042797; P:tRNA transcription by RNA polymerase III; IC:HGNC	bGalGal|ENSGALP00010014859.1;bGymCal|ENSGALT00010026235.7
cluster12911	2	Q6L9W6	GO:0033842; F:N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity; IEA:UniProtKB-EC	bGalGal|ENSGALP00010017071.1;bGymCal|ENSGALT00010029391.1
cluster12916	2	P41209	GO:0032465; P:regulation of cytokinesis; IBA:GO_Central	bGalGal|ENSGALP00010017913.1;bGymCal|ENSGALT00010030868.59542
cluster12919	2	Q29RP9	GO:0032543; P:mitochondrial translation; IEA:UniProtKB-UniRule	bGalGal|ENSGALP00010018192.1;bGymCal|ENSGALT00010031220.3
cluster12924	2	P31361	GO:0045893; P:positive regulation of transcription, DNA-templated; IMP:UniProtKB	bGalGal|ENSGALP00010018366.1;bGymCal|ENSGALT00010031456.1
cluster12946	2	Q8IW45	GO:0034356; P:NAD biosynthesis via nicotinamide riboside salvage pathway; TAS:Reactome	bGalGal|ENSGALP00010020300.1;bGymCal|ENSGALT00010034573.50
cluster12953	2	A6NI79	GO:0051255; P:spindle midzone assembly; IMP:UniProtKB	bGalGal|ENSGALP00010020636.1;bGymCal|ENSGALT00010035503.13
cluster12960	2	Q9Y3A3	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010021153.1;bGymCal|ENSGALT00010036366.7
cluster12972	2	Q9H2M9	GO:0043087; P:regulation of GTPase activity; ISS:UniProtKB	bGalGal|ENSGALP00010022373.1;bGymCal|ENSGALT00010038680.3
cluster12976	2	P82929	GO:0032543; P:mitochondrial translation; HDA:UniProtKB	bGalGal|ENSGALP00010023030.1;bGymCal|ENSGALT00010039802.30
cluster12985	2	Q96C24	GO:0050714; P:positive regulation of protein secretion; IMP:UniProtKB	bGalGal|ENSGALP00010023421.1;bGymCal|ENSGALT00010040375.444
cluster13001	2	P46197	GO:0007165; P:signal transduction; IBA:GO_Central	bGalGal|ENSGALP00010024949.1;bGymCal|ENSGALT00010042460.54
cluster13006	2	Q8K4Z2	GO:0014850; P:response to muscle activity; IDA:UniProtKB	bGalGal|ENSGALP00010025275.1;bGymCal|ENSGALT00010042786.44
cluster13013	2	Q8BJM3	N/A	bGalGal|ENSGALP00010025474.1;bGymCal|ENSGALT00010042984.8
cluster13020	2	B5FYC7	N/A	bGalGal|ENSGALP00010025894.1;bGymCal|ENSGALT00010043531.159
cluster13044	2	P19536	GO:0006123; P:mitochondrial electron transport, cytochrome c to oxygen; IBA:GO_Central	bGalGal|ENSGALP00010027593.1;bGymCal|ENSGALT00010046328.2843
cluster13047	2	Q06889	GO:0006357; P:regulation of transcription by RNA polymerase II; IBA:GO_Central	bGalGal|ENSGALP00010027827.1;bGymCal|ENSGALT00010046730.43
cluster13067	2	Q8JHZ8	GO:0004725; F:protein tyrosine phosphatase activity; IBA:GO_Central	bGalGal|ENSGALP00010029361.1;bGymCal|ENSGALT00010049696.52
cluster13070	2	Q3MHH4	GO:0045892; P:negative regulation of transcription, DNA-templated; IBA:GO_Central	bGalGal|ENSGALP00010029410.1;bGymCal|ENSGALT00010049772.14
cluster13078	2	Q6UXS0	GO:0030246; F:carbohydrate binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010029905.1;bGymCal|ENSGALT00010050651.57
cluster13084	2	P83242	GO:0005576; C:extracellular region; TAS:UniProtKB	bGalGal|ENSGALP00010030364.1;bGymCal|ENSGALT00010051176.8
cluster13086	2	Q9H987	GO:0045214; P:sarcomere organization; ISS:BHF-UCL	bGalGal|ENSGALP00010030608.1;bGymCal|ENSGALT00010051417.8
cluster13098	2	Q9D8Z1	GO:0006355; P:regulation of transcription, DNA-templated; ISO:MGI	bGalGal|ENSGALP00010031492.1;bGymCal|ENSGALT00010052582.52
cluster13099	2	Q96EV8	GO:2000300; P:regulation of synaptic vesicle exocytosis; IEA:Ensembl	bGalGal|ENSGALP00010031583.1;bGymCal|ENSGALT00010052677.19
cluster13107	2	P35227	GO:0000122; P:negative regulation of transcription by RNA polymerase II; IMP:UniProtKB	bGalGal|ENSGALP00010032379.1;bGymCal|ENSGALT00010053791.36
cluster13114	2	Q2TBF2	GO:0016021; C:integral component of membrane; IEA:UniProtKB-KW	bGalGal|ENSGALP00010032770.1;bGymCal|ENSGALT00010054269.21
cluster13118	2	Q9BYL1	N/A	bGalGal|ENSGALP00010033190.1;bGymCal|ENSGALT00010054897.19
cluster13135	2	Q5I947	GO:0061418; P:regulation of transcription from RNA polymerase II promoter in response to hypoxia; IMP:UniProtKB	bGalGal|ENSGALP00010034179.1;bGymCal|ENSGALT00010056436.82
cluster13137	2	Q5ZKT9	GO:0031937; P:positive regulation of chromatin silencing; ISS:UniProtKB	bGalGal|ENSGALP00010034319.1;bGymCal|ENSGALT00010056577.10
cluster13139	2	Q8N6V9	N/A	bGalGal|ENSGALP00010034350.1;bGymCal|ENSGALT00010056608.11
cluster13145	2	N/A	N/A	bGalGal|ENSGALP00010034831.1;bGymCal|ENSGALT00010057291.66
cluster13160	2	Q8R0N9	GO:0006612; P:protein targeting to membrane; IBA:GO_Central	bGalGal|ENSGALP00010036310.1;bGymCal|ENSGALT00010059463.12
cluster13173	2	Q9VWF4	GO:0006470; P:protein dephosphorylation; IBA:GO_Central	bGalGal|ENSGALP00010036811.1;bGymCal|ENSGALT00010060051.4
cluster13182	2	Q2TBL9	GO:0006888; P:ER to Golgi vesicle-mediated transport; IBA:GO_Central	bGalGal|ENSGALP00010037470.1;bGymCal|ENSGALT00010060711.158
cluster13185	2	Q6NSQ9	GO:0006796; P:phosphate-containing compound metabolic process; ISO:MGI	bGalGal|ENSGALP00010037653.1;bGymCal|ENSGALT00010060906.24014
cluster13218	2	Q14UF3	GO:0045730; P:respiratory burst; NAS:UniProtKB	bGalGal|ENSGALP00010040108.1;bGymCal|ENSGALT00010065842.38
cluster13221	2	Q13751	GO:0031581; P:hemidesmosome assembly; TAS:Reactome	bGalGal|ENSGALP00010040211.1;bGymCal|ENSGALT00010065945.38
cluster13226	2	Q3SZ97	GO:0016021; C:integral component of membrane; IEA:UniProtKB-KW	bGalGal|ENSGALP00010040594.1;bGymCal|ENSGALT00010066328.49
cluster13227	2	O96011	GO:0007165; P:signal transduction; ISS:UniProtKB	bGalGal|ENSGALP00010040735.1;bGymCal|ENSGALT00010066487.224
cluster13235	2	B2GV50	GO:0007286; P:spermatid development; ISS:UniProtKB	bGalGal|ENSGALP00010041301.1;bGymCal|ENSGALT00010067558.77
cluster13236	2	P49457	GO:0045916; P:negative regulation of complement activation; ISS:UniProtKB	bGalGal|ENSGALP00010041347.1;bGymCal|ENSGALT00010067604.38
cluster13239	2	O88878	GO:0001944; P:vasculature development; IMP:MGI	bGalGal|ENSGALP00010041435.1;bGymCal|ENSGALT00010067690.77
cluster13240	2	Q3T138	GO:0005739; C:mitochondrion; ISS:UniProtKB	bGalGal|ENSGALP00010041560.1;bGymCal|ENSGALT00010067810.224
cluster13243	2	Q9Z1P1	GO:0006486; P:protein glycosylation; IEA:UniProtKB-UniPathway	bGalGal|ENSGALP00010041762.1;bGymCal|ENSGALT00010068020.16
cluster13247	2	P46531	GO:0003222; P:ventricular trabecula myocardium morphogenesis; ISS:BHF-UCL	bGalGal|ENSGALP00010041847.1;bGymCal|ENSGALT00010068104.16
cluster13266	2	P04459	GO:0005200; F:structural constituent of cytoskeleton; IEA:InterPro	bGalGal|ENSGALP00010042842.1;bGymCal|ENSGALT00010069581.73
cluster13267	2	Q96SX5	GO:0042254; P:ribosome biogenesis; IMP:UniProtKB	bGalGal|ENSGALP00010042900.1;bGymCal|ENSGALT00010069640.16
cluster13269	2	Q9UGF6	GO:0004984; F:olfactory receptor activity; IBA:GO_Central	bGalGal|ENSGALP00010043066.1;bGymCal|ENSGALT00010069940.1387
cluster13270	2	Q864V4	GO:0005886; C:plasma membrane; IEA:UniProtKB-SubCell	bGalGal|ENSGALP00010043150.1;bGymCal|ENSGALT00010070459.17
cluster13277	2	P51688	GO:0030200; P:heparan sulfate proteoglycan catabolic process; IMP:UniProtKB	bGalGal|ENSGALP00010043568.1;bGymCal|ENSGALT00010070877.18
cluster13281	2	Q96PU9	GO:0007283; P:spermatogenesis; IEA:UniProtKB-KW	bGalGal|ENSGALP00010043969.1;bGymCal|ENSGALT00010071256.26798
cluster13289	2	Q17QJ1	GO:0006631; P:fatty acid metabolic process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010044378.1;bGymCal|ENSGALT00010071686.67
cluster13290	2	Q92614	GO:0043030; P:regulation of macrophage activation; IMP:UniProtKB	bGalGal|ENSGALP00010044497.1;bGymCal|ENSGALT00010071807.17
