# cluster_name	protein_number	swiss_prot_id	go_annotation	protein_list
cluster11853	3	Q5RFE6	GO:0016829; F:lyase activity; IEA:UniProtKB-KW	bGalGal|ENSGALP00010022493.1;bGypHim|ENSGALT00010038902.142;bVulGry|ENSGALT00010038925.5
cluster11854	3	Q69YZ2	GO:0016021; C:integral component of membrane; IEA:UniProtKB-KW	bGalGal|ENSGALP00010022522.1;bGypBar|ENSGALT00010038963.85;bVulGry|ENSGALT00010038969.68
cluster11860	3	N/A	N/A	bGalGal|ENSGALP00010022935.1;bGypBar|ENSGALT00010039676.4;bVulGry|ENSGALT00010039676.5
cluster11868	3	Q9Y5S8	GO:0042554; P:superoxide anion generation; IDA:BHF-UCL	bGalGal|ENSGALP00010023311.1;bGypBar|ENSGALT00010040210.35;bVulGry|ENSGALT00010040210.24
cluster11869	3	P33240	GO:0006369; P:termination of RNA polymerase II transcription; TAS:Reactome	bGalGal|ENSGALP00010023353.1;bGypBar|ENSGALT00010040273.35;bVulGry|ENSGALT00010040273.24
cluster11870	3	Q8BG71	GO:0031591; P:wybutosine biosynthetic process; IBA:GO_Central	bGalGal|ENSGALP00010023405.1;bGypBar|ENSGALT00010040359.35;bVulGry|ENSGALT00010040359.24
cluster11871	3	Q6UWJ8	GO:0016021; C:integral component of membrane; IEA:UniProtKB-KW	bGalGal|ENSGALP00010023565.1;bGypBar|ENSGALT00010040588.85;bVulGry|ENSGALT00010040588.68
cluster11872	3	Q5TGY3	GO:0003677; F:DNA binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010023613.1;bGypHim|ENSGALT00010040648.554;bVulGry|ENSGALT00010040648.68
cluster11876	3	P14732	GO:0005198; F:structural molecule activity; IEA:InterPro	bGalGal|ENSGALP00010023717.1;bGalGal|ENSGALP00010042235.1;bVulGry|ENSGALT00010068745.82
cluster11878	3	F1N8V3	GO:0007266; P:Rho protein signal transduction; ISS:UniProtKB	bGalGal|ENSGALP00010023825.1;bGypHim|ENSGALT00010040856.451;bVulGry|ENSGALT00010040856.68
cluster11879	3	B3Y614	GO:0034134; P:toll-like receptor 2 signaling pathway; IEA:InterPro	bGalGal|ENSGALP00010023902.1;bGypBar|ENSGALT00010040938.71;bVulGry|ENSGALT00010040938.54
cluster11881	3	O95377	GO:0060707; P:trophoblast giant cell differentiation; IEA:Ensembl	bGalGal|ENSGALP00010024151.1;bGypBar|ENSGALT00010041101.60;bVulGry|ENSGALT00010041101.44
cluster11884	3	P12108	GO:0030198; P:extracellular matrix organization; IBA:GO_Central	bGalGal|ENSGALP00010024249.1;bGypBar|ENSGALT00010041370.60;bVulGry|ENSGALT00010041393.44
cluster11886	3	Q5F413	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010024261.1;bGypBar|ENSGALT00010041419.60;bVulGry|ENSGALT00010041419.44
cluster11888	3	O60241	GO:0051965; P:positive regulation of synapse assembly; IEA:Ensembl	bGalGal|ENSGALP00010024379.1;bGypBar|ENSGALT00010041677.60;bVulGry|ENSGALT00010041677.44
cluster11889	3	Q8N195	GO:0005634; C:nucleus; IEA:UniProtKB-SubCell	bGalGal|ENSGALP00010024443.1;bGypBar|ENSGALT00010041757.48;bVulGry|ENSGALT00010041800.35
cluster11892	3	P43141	GO:0045823; P:positive regulation of heart contraction; IEA:InterPro	bGalGal|ENSGALP00010024648.1;bGypBar|ENSGALT00010042094.56;bVulGry|ENSGALT00010042094.40
cluster11893	3	P42683	GO:0007169; P:transmembrane receptor protein tyrosine kinase signaling pathway; IBA:GO_Central	bGalGal|ENSGALP00010024654.1;bGypBar|ENSGALT00010042110.60;bVulGry|ENSGALT00010042114.44
cluster11894	3	O08934	GO:0006355; P:regulation of transcription, DNA-templated; IEA:InterPro	bGalGal|ENSGALP00010024658.1;bGypHim|ENSGALT00010042113.123;bVulGry|ENSGALT00010042113.27
cluster11895	3	Q5JYJ3	GO:0051056; P:regulation of small GTPase mediated signal transduction; TAS:Reactome	bGalGal|ENSGALP00010024753.1;bGypHim|ENSGALT00010042235.182;bVulGry|ENSGALT00010042235.24
cluster11896	3	Q5HYG0	GO:0016032; P:viral process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010024889.1;bGypBar|ENSGALT00010042399.14;bVulGry|ENSGALT00010042399.9
cluster11897	3	Q6PJ36	GO:0032526; P:response to retinoic acid; IEA:Ensembl	bGalGal|ENSGALP00010024890.1;bGypHim|ENSGALT00010042400.112;bVulGry|ENSGALT00010042400.27
cluster11899	3	Q6XR72	GO:0006829; P:zinc ion transport; IEA:UniProtKB-KW	bGalGal|ENSGALP00010024946.1;bGypHim|ENSGALT00010042456.5;bVulGry|ENSGALT00010042456.3
cluster11900	3	P51788	GO:0060041; P:retina development in camera-type eye; IEA:Ensembl	bGalGal|ENSGALP00010024981.1;bGypBar|ENSGALT00010042491.14;bVulGry|ENSGALT00010042491.9
cluster11911	3	Q6NXR4	GO:0005654; C:nucleoplasm; IDA:HPA	bGalGal|ENSGALP00010025347.1;bGypBar|ENSGALT00010042857.56;bVulGry|ENSGALT00010042857.40
cluster11922	3	O94941	GO:0000209; P:protein polyubiquitination; ISS:UniProtKB	bGalGal|ENSGALP00010025651.1;bGypBar|ENSGALT00010043184.4;bVulGry|ENSGALT00010043184.5
cluster11925	3	Q9H5P4	GO:0007605; P:sensory perception of sound; IBA:GO_Central	bGalGal|ENSGALP00010025797.1;bGypBar|ENSGALT00010043399.9;bVulGry|ENSGALT00010043399.8
cluster11928	3	Q8WXD9	GO:0007165; P:signal transduction; ISS:UniProtKB	bGalGal|ENSGALP00010025989.1;bGypBar|ENSGALT00010043678.36;bVulGry|ENSGALT00010043678.27
cluster11929	3	Q5W7P8	GO:0030195; P:negative regulation of blood coagulation; IEA:InterPro	bGalGal|ENSGALP00010025998.1;bGypBar|ENSGALT00010043693.71;bVulGry|ENSGALT00010043693.54
cluster11930	3	Q9BZ11	GO:0006508; P:proteolysis; NAS:UniProtKB	bGalGal|ENSGALP00010026003.1;bGypBar|ENSGALT00010043701.4;bVulGry|ENSGALT00010043701.5
cluster11931	3	A4D2P6	GO:0060292; P:long-term synaptic depression; IEA:Ensembl	bGalGal|ENSGALP00010026042.1;bGypHim|ENSGALT00010043800.112;bVulGry|ENSGALT00010043800.27
cluster11934	3	Q8NI30	GO:0070062; C:extracellular exosome; HDA:UniProtKB	bGalGal|ENSGALP00010026178.1;bGypBar|ENSGALT00010044040.98;bVulGry|ENSGALT00010044029.30
cluster11935	3	Q9BQD7	GO:0008168; F:methyltransferase activity; IEA:UniProtKB-KW	bGalGal|ENSGALP00010026443.1;bGypBar|ENSGALT00010044430.98;bVulGry|ENSGALT00010044430.30
cluster11942	3	Q5SWK7	GO:0008270; F:zinc ion binding; IEA:InterPro	bGalGal|ENSGALP00010026766.1;bGypBar|ENSGALT00010044844.4;bVulGry|ENSGALT00010044844.5
cluster11945	3	Q8IVD9	GO:1905793; P:protein localization to pericentriolar material; IMP:GO_Central	bGalGal|ENSGALP00010026900.1;bGypBar|ENSGALT00010045032.160;bVulGry|ENSGALT00010045032.128
cluster11947	3	Q925N2	GO:0055072; P:iron ion homeostasis; IEA:UniProtKB-KW	bGalGal|ENSGALP00010026997.1;bGypBar|ENSGALT00010045215.9;bVulGry|ENSGALT00010045215.8
cluster11948	3	Q3MHL9	GO:0006979; P:response to oxidative stress; IEA:InterPro	bGalGal|ENSGALP00010027078.1;bGypBar|ENSGALT00010045364.36;bVulGry|ENSGALT00010045364.27
cluster11949	3	P0CG20	N/A	bGalGal|ENSGALP00010027088.1;bGypBar|ENSGALT00010045381.98;bVulGry|ENSGALT00010045381.30
cluster11951	3	O76096	GO:0006955; P:immune response; TAS:ProtInc	bGalGal|ENSGALP00010027210.1;bGypHim|ENSGALT00010045625.148;bVulGry|ENSGALT00010045630.73
cluster11959	3	N/A	N/A	bGalGal|ENSGALP00010027458.1;bGypBar|ENSGALT00010046064.160;bVulGry|ENSGALT00010046064.128
cluster11961	3	B1AK53	GO:0007605; P:sensory perception of sound; IEA:UniProtKB-KW	bGalGal|ENSGALP00010027522.1;bGypHim|ENSGALT00010046187.404;bVulGry|ENSGALT00010046187.35
cluster11963	3	Q9UEJ9	GO:0007354; P:zygotic determination of anterior/posterior axis, embryo; IEA:Ensembl	bGalGal|ENSGALP00010027526.1;bGypHim|ENSGALT00010046198.33;bVulGry|ENSGALT00010046198.11
cluster11970	3	N/A	N/A	bGalGal|ENSGALP00010027712.1;bGypBar|ENSGALT00010046547.8;bVulGry|ENSGALT00010046547.7
cluster11972	3	N/A	N/A	bGalGal|ENSGALP00010027806.1;bGypHim|ENSGALT00010046690.81;bVulGry|ENSGALT00010046690.2
cluster11975	3	Q6UWX4	GO:0003824; F:catalytic activity; IEA:InterPro	bGalGal|ENSGALP00010027961.1;bGypHim|ENSGALT00010047126.5;bVulGry|ENSGALT00010047126.3
cluster11976	3	P51882	GO:0031295; P:T cell costimulation; IBA:GO_Central	bGalGal|ENSGALP00010027995.1;bGypHim|ENSGALT00010047240.611;bVulGry|ENSGALT00010047240.62
cluster11980	3	Q12980	GO:0003281; P:ventricular septum development; IEA:Ensembl	bGalGal|ENSGALP00010028165.1;bGypHim|ENSGALT00010047572.32;bVulGry|ENSGALT00010047578.30
cluster11981	3	Q93063	GO:0007165; P:signal transduction; TAS:ProtInc	bGalGal|ENSGALP00010028298.1;bGypBar|ENSGALT00010047887.5;bVulGry|ENSGALT00010047887.4
cluster11982	3	Q8N3E9	GO:0042127; P:regulation of cell proliferation; IEA:Ensembl	bGalGal|ENSGALP00010028722.1;bGalGal|ENSGALP00010035233.1;bVulGry|ENSGALT00010058055.36
cluster11986	3	O75204	GO:0032007; P:negative regulation of TOR signaling; IMP:UniProtKB	bGalGal|ENSGALP00010028644.1;bGypHim|ENSGALT00010048553.602;bVulGry|ENSGALT00010048553.110
cluster11987	3	Q9Y2L6	GO:0090162; P:establishment of epithelial cell polarity; IEA:Ensembl	bGalGal|ENSGALP00010028743.1;bGypHim|ENSGALT00010048645.9;bVulGry|ENSGALT00010048627.14
cluster11991	3	O43581	GO:0016192; P:vesicle-mediated transport; IBA:GO_Central	bGalGal|ENSGALP00010028771.1;bGypBar|ENSGALT00010048738.79;bVulGry|ENSGALT00010048738.62
cluster11992	3	P24788	GO:0050684; P:regulation of mRNA processing; ISO:MGI	bGalGal|ENSGALP00010028791.1;bGypHim|ENSGALT00010048716.76;bVulGry|ENSGALT00010048716.35
cluster11997	3	Q9ULI3	GO:0003222; P:ventricular trabecula myocardium morphogenesis; IEA:Ensembl	bGalGal|ENSGALP00010029083.1;bGypBar|ENSGALT00010049192.8;bVulGry|ENSGALT00010049192.7
cluster11998	3	Q62179	GO:0071526; P:semaphorin-plexin signaling pathway; IBA:GO_Central	bGalGal|ENSGALP00010028936.1;bGypBar|ENSGALT00010048961.16;bVulGry|ENSGALT00010048961.11
cluster12002	3	Q96JK2	GO:0016567; P:protein ubiquitination; IEA:UniProtKB-UniPathway	bGalGal|ENSGALP00010029042.1;bGalGal|ENSGALP00010044674.1;bVulGry|ENSGALT00010049125.4
cluster12007	3	Q16854	GO:0043101; P:purine-containing compound salvage; TAS:Reactome	bGalGal|ENSGALP00010029405.1;bGypHim|ENSGALT00010049765.410;bVulGry|ENSGALT00010049765.65
cluster12012	3	Q9HAC8	N/A	bGalGal|ENSGALP00010029486.1;bGypHim|ENSGALT00010049915.224;bVulGry|ENSGALT00010049925.8
cluster12016	3	Q5ZJ24	GO:0034453; P:microtubule anchoring; IEA:InterPro	bGalGal|ENSGALP00010029597.1;bGypHim|ENSGALT00010050082.460;bVulGry|ENSGALT00010050082.55
cluster12027	3	Q98879	GO:0006355; P:regulation of transcription, DNA-templated; IEA:InterPro	bGalGal|ENSGALP00010030412.1;bGypBar|ENSGALT00010051221.49;bVulGry|ENSGALT00010006861.15032
cluster12028	3	Q7RTT9	GO:0005337; F:nucleoside transmembrane transporter activity; TAS:Reactome	bGalGal|ENSGALP00010030487.1;bGypBar|ENSGALT00010051311.36;bVulGry|ENSGALT00010051296.27
cluster12030	3	Q8C8V1	GO:0045893; P:positive regulation of transcription, DNA-templated; ISS:UniProtKB	bGalGal|ENSGALP00010030536.1;bGypBar|ENSGALT00010051345.24;bVulGry|ENSGALT00010051345.14
cluster12036	3	Q5ZKI2	GO:0017183; P:peptidyl-diphthamide biosynthetic process from peptidyl-histidine; IBA:GO_Central	bGalGal|ENSGALP00010030912.1;bGypBar|ENSGALT00010051822.11;bVulGry|ENSGALT00010051822.10
cluster12037	3	O75095	GO:0005509; F:calcium ion binding; IEA:InterPro	bGalGal|ENSGALP00010030982.1;bGypBar|ENSGALT00010051914.48;bVulGry|ENSGALT00010051914.35
cluster12039	3	Q7Z736	GO:0007165; P:signal transduction; IEA:InterPro	bGalGal|ENSGALP00010031017.1;bGypHim|ENSGALT00010051967.353;bVulGry|ENSGALT00010051967.36
cluster12041	3	Q58CQ5	GO:0030433; P:ubiquitin-dependent ERAD pathway; IBA:GO_Central	bGalGal|ENSGALP00010031018.1;bGypBar|ENSGALT00010051975.8;bVulGry|ENSGALT00010051975.7
cluster12044	3	P49355	GO:0042060; P:wound healing; IEA:Ensembl	bGalGal|ENSGALP00010031165.1;bGypBar|ENSGALT00010052185.79;bVulGry|ENSGALT00010052185.62
cluster12046	3	O08760	GO:0009314; P:response to radiation; ISS:UniProtKB	bGalGal|ENSGALP00010031218.1;bGypBar|ENSGALT00010052258.24;bVulGry|ENSGALT00010052250.14
cluster12048	3	Q9DFZ3	GO:0045893; P:positive regulation of transcription, DNA-templated; IEA:InterPro	bGalGal|ENSGALP00010031249.1;bGypBar|ENSGALT00010052315.79;bVulGry|ENSGALT00010052310.62
cluster12051	3	Q9Y4R7	GO:0018094; P:protein polyglycylation; IDA:UniProtKB	bGalGal|ENSGALP00010031383.1;bGypHim|ENSGALT00010052480.9;bVulGry|ENSGALT00010052480.14
cluster12052	3	O15541	GO:0034247; P:snoRNA splicing; IBA:GO_Central	bGalGal|ENSGALP00010031509.1;bGypBar|ENSGALT00010052603.49;bVulGry|ENSGALT00010052603.36
cluster12054	3	Q8CFU8	GO:0006511; P:ubiquitin-dependent protein catabolic process; IDA:MGI	bGalGal|ENSGALP00010031559.1;bGypHim|ENSGALT00010052653.275;bVulGry|ENSGALT00010052653.71
cluster12055	3	Q8N3X1	GO:0016607; C:nuclear speck; IDA:HPA	bGalGal|ENSGALP00010031613.1;bGypBar|ENSGALT00010052707.79;bVulGry|ENSGALT00010052707.62
cluster12060	3	Q9NTF7	GO:0032880; P:regulation of protein localization; IMP:AgBase	bGalGal|ENSGALP00010031921.1;bGypHim|ENSGALT00010053015.-1;bVulGry|ENSGALT00010053015.-1
cluster12065	3	O19002	GO:0090399; P:replicative senescence; IEA:Ensembl	bGalGal|ENSGALP00010032113.1;bGypHim|ENSGALT00010053285.87;bVulGry|ENSGALT00010053285.1
cluster12071	3	Q6GP98	GO:0005783; C:endoplasmic reticulum; IEA:UniProtKB-SubCell	bGalGal|ENSGALP00010032346.1;bGypHim|ENSGALT00010053703.306;bVulGry|ENSGALT00010053703.48
cluster12074	3	Q07864	GO:0006297; P:nucleotide-excision repair, DNA gap filling; IMP:UniProtKB	bGalGal|ENSGALP00010032479.1;bGypBar|ENSGALT00010053931.59;bVulGry|ENSGALT00010053931.42
cluster12076	3	Q7TPK6	GO:0070294; P:renal sodium ion absorption; ISS:UniProtKB	bGalGal|ENSGALP00010032688.1;bGypHim|ENSGALT00010054157.353;bVulGry|ENSGALT00010054157.36
cluster12080	3	D3KCC4	GO:0035499; P:carnosine biosynthetic process; IDA:UniProtKB	bGalGal|ENSGALP00010032906.1;bGypBar|ENSGALT00010054471.79;bVulGry|ENSGALT00010054471.62
cluster12084	3	P08514	GO:0045652; P:regulation of megakaryocyte differentiation; TAS:Reactome	bGalGal|ENSGALP00010033002.1;bGalGal|ENSGALP00010039160.1;bVulGry|ENSGALT00010063440.36
cluster12085	3	Q0R4F1	GO:0000723; P:telomere maintenance; IEA:InterPro	bGalGal|ENSGALP00010033046.1;bGypBar|ENSGALT00010054692.11;bVulGry|ENSGALT00010054692.10
cluster12088	3	Q5BIM1	GO:0060348; P:bone development; IEA:Ensembl	bGalGal|ENSGALP00010033178.1;bGypBar|ENSGALT00010054880.6;bVulGry|ENSGALT00010054880.1
cluster12090	3	P56719	GO:0051480; P:regulation of cytosolic calcium ion concentration; ISS:UniProtKB	bGalGal|ENSGALP00010033205.1;bGypBar|ENSGALT00010054922.36;bVulGry|ENSGALT00010054922.27
cluster12092	3	Q9D1M7	GO:0003755; F:peptidyl-prolyl cis-trans isomerase activity; IEA:UniProtKB-KW	bGalGal|ENSGALP00010033235.1;bGypBar|ENSGALT00010054963.81;bVulGry|ENSGALT00010054963.75
cluster12093	3	Q8K2A6	GO:0016042; P:lipid catabolic process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010033238.1;bGypBar|ENSGALT00010054973.69;bVulGry|ENSGALT00010054973.52
cluster12094	3	Q8IXS2	GO:0003352; P:regulation of cilium movement; IMP:UniProtKB	bGalGal|ENSGALP00010033246.1;bGypBar|ENSGALT00010054982.81;bVulGry|ENSGALT00010054982.75
cluster12098	3	Q9BUQ8	GO:0000375; P:RNA splicing, via transesterification reactions; TAS:UniProtKB	bGalGal|ENSGALP00010033430.1;bGypBar|ENSGALT00010055242.81;bVulGry|ENSGALT00010055232.75
cluster12100	3	Q13913	GO:0050852; P:T cell receptor signaling pathway; IEA:Ensembl	bGalGal|ENSGALP00010033518.1;bGypBar|ENSGALT00010055361.81;bVulGry|ENSGALT00010055361.75
cluster12102	3	Q17QM6	GO:0031175; P:neuron projection development; IEA:Ensembl	bGalGal|ENSGALP00010033573.1;bGypBar|ENSGALT00010055437.14;bVulGry|ENSGALT00010055437.9
cluster12103	3	Q92543	GO:0030073; P:insulin secretion; IGI:GO_Central	bGalGal|ENSGALP00010033589.1;bGypBar|ENSGALT00010055465.45;bVulGry|ENSGALT00010055465.33
cluster12107	3	O15230	GO:0034446; P:substrate adhesion-dependent cell spreading; IDA:BHF-UCL	bGalGal|ENSGALP00010033866.1;bGypBar|ENSGALT00010055959.30;bVulGry|ENSGALT00010055959.19
cluster12109	3	Q8N0U2	GO:0016021; C:integral component of membrane; IEA:UniProtKB-KW	bGalGal|ENSGALP00010033920.1;bGypBar|ENSGALT00010056072.11;bVulGry|ENSGALT00010056072.10
cluster12112	3	Q5ZKG3	GO:0071932; P:replication fork reversal; IBA:GO_Central	bGalGal|ENSGALP00010033997.1;bGypBar|ENSGALT00010056179.96;bVulGry|ENSGALT00010056166.80
cluster12116	3	P57775	GO:0016055; P:Wnt signaling pathway; IEA:UniProtKB-KW	bGalGal|ENSGALP00010034247.1;bGypBar|ENSGALT00010056504.9;bVulGry|ENSGALT00010056504.8
cluster12117	3	Q5R6Z1	GO:0006874; P:cellular calcium ion homeostasis; ISS:UniProtKB	bGalGal|ENSGALP00010034257.1;bGypBar|ENSGALT00010056519.79;bVulGry|ENSGALT00010056515.62
cluster12118	3	Q9H7B3	GO:0007283; P:spermatogenesis; ISS:UniProtKB	bGalGal|ENSGALP00010034262.1;bGypHim|ENSGALT00010056520.69;bVulGry|ENSGALT00010056520.8
cluster12121	3	Q9UPV0	GO:0010389; P:regulation of G2/M transition of mitotic cell cycle; TAS:Reactome	bGalGal|ENSGALP00010034378.1;bGypBar|ENSGALT00010056636.72;bVulGry|ENSGALT00010056636.57
cluster12122	3	P24367	GO:0000413; P:protein peptidyl-prolyl isomerization; IDA:UniProtKB	bGalGal|ENSGALP00010034415.1;bGypHim|ENSGALT00010056673.382;bVulGry|ENSGALT00010056673.11
cluster12123	3	A2A690	GO:0001701; P:in utero embryonic development; IMP:MGI	bGalGal|ENSGALP00010034430.1;bGypBar|ENSGALT00010056688.49;bVulGry|ENSGALT00010056688.36
cluster12127	3	Q00722	GO:0007223; P:Wnt signaling pathway, calcium modulating pathway; TAS:Reactome	bGalGal|ENSGALP00010034547.1;bGypHim|ENSGALT00010056828.295;bVulGry|ENSGALT00010056828.62
cluster12128	3	P79766	GO:0006355; P:regulation of transcription, DNA-templated; IEA:InterPro	bGalGal|ENSGALP00010034673.1;bGypBar|ENSGALT00010057002.81;bVulGry|ENSGALT00010057002.75
cluster12134	3	Q58DF6	GO:0015031; P:protein transport; IBA:GO_Central	bGalGal|ENSGALP00010035091.1;bGalGal|ENSGALP00010041421.1;bVulGry|ENSGALT00010067678.76
cluster12136	3	Q3TZX3	GO:1903426; P:regulation of reactive oxygen species biosynthetic process; ISS:UniProtKB	bGalGal|ENSGALP00010035124.1;bGypBar|ENSGALT00010057900.74;bVulGry|ENSGALT00010057900.56
cluster12138	3	P12787	GO:0006123; P:mitochondrial electron transport, cytochrome c to oxygen; IBA:GO_Central	bGalGal|ENSGALP00010035147.1;bGypBar|ENSGALT00010057941.117;bVulGry|ENSGALT00010057941.99
cluster12139	3	P79944	GO:0045893; P:positive regulation of transcription, DNA-templated; IDA:UniProtKB	bGalGal|ENSGALP00010035348.1;bGypBar|ENSGALT00010058193.49;bVulGry|ENSGALT00010058193.36
cluster12143	3	P05783	GO:0016032; P:viral process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010035553.1;bGypBar|ENSGALT00010058492.110;bVulGry|ENSGALT00010058492.95
cluster12145	3	Q86UT5	GO:0006833; P:water transport; NAS:UniProtKB	bGalGal|ENSGALP00010035863.1;bGypHim|ENSGALT00010058898.359;bVulGry|ENSGALT00010058898.33
cluster12146	3	Q9C0H9	GO:0034446; P:substrate adhesion-dependent cell spreading; IMP:UniProtKB	bGalGal|ENSGALP00010035929.1;bGypBar|ENSGALT00010058964.49;bVulGry|ENSGALT00010058964.36
cluster12150	3	Q60700	GO:0006468; P:protein phosphorylation; IDA:UniProtKB	bGalGal|ENSGALP00010036127.1;bGypHim|ENSGALT00010059192.540;bVulGry|ENSGALT00010059192.75
cluster12151	3	Q28616	GO:0004675; F:transmembrane receptor protein serine/threonine kinase activity; IEA:InterPro	bGalGal|ENSGALP00010036221.1;bGypHim|ENSGALT00010059340.540;bVulGry|ENSGALT00010059340.75
cluster12152	3	Q14849	GO:0099044; P:vesicle tethering to endoplasmic reticulum; IDA:UniProtKB	bGalGal|ENSGALP00010036259.1;bGypBar|ENSGALT00010059386.49;bVulGry|ENSGALT00010059386.36
cluster12153	3	O15273	GO:0001756; P:somitogenesis; IEA:Ensembl	bGalGal|ENSGALP00010036299.1;bGypHim|ENSGALT00010059442.538;bVulGry|ENSGALT00010059442.36
cluster12154	3	O42392	GO:0070561; P:vitamin D receptor signaling pathway; ISS:UniProtKB	bGalGal|ENSGALP00010036375.1;bGypBar|ENSGALT00010059574.81;bVulGry|ENSGALT00010059574.75
cluster12159	3	Q9P0U3	GO:0010724; P:regulation of definitive erythrocyte differentiation; IEA:Ensembl	bGalGal|ENSGALP00010036627.1;bGypBar|ENSGALT00010059867.81;bVulGry|ENSGALT00010059867.75
cluster12164	3	Q08E43	GO:0016567; P:protein ubiquitination; IEA:UniProtKB-UniPathway	bGalGal|ENSGALP00010036665.1;bGypBar|ENSGALT00010059900.81;bVulGry|ENSGALT00010059900.75
cluster12165	3	P0CG23	GO:0003676; F:nucleic acid binding; IEA:InterPro	bGalGal|ENSGALP00010036671.1;bGypBar|ENSGALT00010059911.81;bVulGry|ENSGALT00010059911.75
cluster12166	3	Q99471	GO:0060041; P:retina development in camera-type eye; IEA:Ensembl	bGalGal|ENSGALP00010036673.1;bGypBar|ENSGALT00010059913.81;bVulGry|ENSGALT00010059913.75
cluster12170	3	O43323	GO:0007275; P:multicellular organism development; IEA:UniProtKB-KW	bGalGal|ENSGALP00010037005.1;bGypHim|ENSGALT00010060245.660;bVulGry|ENSGALT00010060245.91
cluster12171	3	Q7ZX75	GO:0006897; P:endocytosis; IEA:UniProtKB-KW	bGalGal|ENSGALP00010037015.1;bGypBar|ENSGALT00010060255.176;bVulGry|ENSGALT00010060255.91
cluster12172	3	Q6DFQ7	GO:0016055; P:Wnt signaling pathway; IEA:UniProtKB-KW	bGalGal|ENSGALP00010037053.1;bGypHim|ENSGALT00010060294.854;bVulGry|ENSGALT00010060294.91
cluster12174	3	Q8CHP5	GO:0045727; P:positive regulation of translation; ISS:UniProtKB	bGalGal|ENSGALP00010037099.1;bGypHim|ENSGALT00010060344.854;bVulGry|ENSGALT00010060342.91
cluster12181	3	Q99595	GO:0006626; P:protein targeting to mitochondrion; TAS:ProtInc	bGalGal|ENSGALP00010037373.1;bGypBar|ENSGALT00010060610.50;bVulGry|ENSGALT00010060608.37
cluster12182	3	Q5RB22	GO:0007169; P:transmembrane receptor protein tyrosine kinase signaling pathway; IEA:InterPro	bGalGal|ENSGALP00010037372.1;bGypHim|ENSGALT00010060613.584;bVulGry|ENSGALT00010060613.91
cluster12183	3	Q05917	GO:0006355; P:regulation of transcription, DNA-templated; IEA:InterPro	bGalGal|ENSGALP00010037391.1;bGypBar|ENSGALT00010060632.3;bVulGry|ENSGALT00010060632.2
cluster12184	3	Q5E992	GO:0000413; P:protein peptidyl-prolyl isomerization; ISS:UniProtKB	bGalGal|ENSGALP00010037420.1;bGypBar|ENSGALT00010060661.50;bVulGry|ENSGALT00010060661.37
cluster12185	3	Q5RAG2	GO:0006869; P:lipid transport; IEA:UniProtKB-KW	bGalGal|ENSGALP00010037429.1;bGypHim|ENSGALT00010060670.584;bVulGry|ENSGALT00010060670.91
cluster12189	3	Q86UU1	GO:0070507; P:regulation of microtubule cytoskeleton organization; IGI:UniProtKB	bGalGal|ENSGALP00010037580.1;bGypHim|ENSGALT00010060821.574;bVulGry|ENSGALT00010060824.112
cluster12190	3	Q5ZML5	GO:0016070; P:RNA metabolic process; IBA:GO_Central	bGalGal|ENSGALP00010037705.1;bGypBar|ENSGALT00010060961.178;bVulGry|ENSGALT00010060961.36
cluster12191	3	Q2KIB3	GO:0016021; C:integral component of membrane; IEA:UniProtKB-KW	bGalGal|ENSGALP00010037717.1;bGypBar|ENSGALT00010060969.178;bVulGry|ENSGALT00010060969.36
cluster12192	3	P55088	GO:0006833; P:water transport; IMP:MGI	bGalGal|ENSGALP00010037805.1;bGypBar|ENSGALT00010061104.81;bVulGry|ENSGALT00010061104.91
cluster12193	3	Q9P0T7	GO:0005764; C:lysosome; IDA:UniProtKB	bGalGal|ENSGALP00010037824.1;bGypHim|ENSGALT00010061146.301;bVulGry|ENSGALT00010061146.37
cluster12194	3	Q3ZC34	GO:0003723; F:RNA binding; IBA:GO_Central	bGalGal|ENSGALP00010037840.1;bGypBar|ENSGALT00010061161.81;bVulGry|ENSGALT00010061170.91
cluster12201	3	Q64255	GO:0005509; F:calcium ion binding; IEA:InterPro	bGalGal|ENSGALP00010038054.1;bGypBar|ENSGALT00010061620.178;bVulGry|ENSGALT00010061620.36
cluster12202	3	Q91035	GO:0009888; P:tissue development; IMP:AgBase	bGalGal|ENSGALP00010038078.1;bGypBar|ENSGALT00010061649.3;bVulGry|ENSGALT00010061649.2
cluster12203	3	Q5BJU3	GO:0031175; P:neuron projection development; IBA:GO_Central	bGalGal|ENSGALP00010038074.1;bGypHim|ENSGALT00010061653.509;bVulGry|ENSGALT00010061661.36
cluster12206	3	Q15742	GO:0014037; P:Schwann cell differentiation; IEA:Ensembl	bGalGal|ENSGALP00010038200.1;bGypBar|ENSGALT00010061876.81;bVulGry|ENSGALT00010061876.91
cluster12207	3	P52633	GO:0002296; P:T-helper 1 cell lineage commitment; IGI:MGI	bGalGal|ENSGALP00010038222.1;bGypBar|ENSGALT00010061915.81;bVulGry|ENSGALT00010061915.91
